"ticker","company_name","asof_date","est_window_start","n_obs","spot_price","log_return_mean","log_return_std","vol_annual_realized","vol_annual_downside","vol_annual_20d","skewness","kurtosis","max_drawdown","return_annual","avg_daily_volume_20d","normality_n","normality_pvalue","normality_log10_pvalue","outlier_fraction","gbm_mu_annual","gbm_sigma_annual","gbm_mu_se","gbm_sigma_se","gbm_mu_ci95_low","gbm_mu_ci95_high","gbm_sigma_ci95_low","gbm_sigma_ci95_high","dividend_yield","carry_r_minus_q","lattice_u","lattice_d","lattice_p_real","lattice_p_rn","lattice_implied_sigma","sim_alpha_annual","sim_beta","sim_alpha_se","sim_beta_se","sim_alpha_ci95_low","sim_alpha_ci95_high","sim_beta_ci95_low","sim_beta_ci95_high","sim_r_squared","sim_resid_std","model_fit_notes","tags","snapshot_date"
"META","Meta","2026-02-24","2025-03-11",240,639.3,0.00022489,0.02473568,0.392667,0.260054,0.452086,0.6175,11.1271,0.25424,0.057941,17005125,240,0,-12.2457,0.025,0.056671,0.392667,0.402364,0.017923,-0.735961,0.849303,0.35736,0.427973,0.003,0.04,1.01704747,0.98455677,0.49166667,0.48056457,0.392667,-0.25741874,1.409548,0.00117249,0.097819,-0.83948438,0.32464689,1.216847,1.602249,0.465939,0.01811465,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.59%","high_beta;non_normal;heavy_tails","2026-02-24"
"MSFT","Microsoft","2026-02-24","2025-03-11",240,389,9.26e-05,0.01665704,0.264422,0.188437,0.471448,-0.1026,14.4975,0.290737,0.023464,46218505,240,0,-13.1626,0.016667,0.023336,0.264422,0.270952,0.012069,-0.510424,0.557095,0.240647,0.288198,0.007,0.036,1.01029439,0.98892027,0.52916667,0.52635543,0.264422,-0.17002245,0.867738,0.00084424,0.070433,-0.58913229,0.24908738,0.728986,1.006491,0.389402,0.01304325,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.94%","non_normal;heavy_tails","2026-02-24"
"NVDA","NVIDIA","2026-02-24","2025-03-11",240,192.85,0.00238654,0.02610854,0.41446,0.262049,0.387803,0.8291,10.1647,0.224871,0.817979,173294085,240,0,-8.589,0.0125,0.601408,0.41446,0.424695,0.018917,-0.235217,1.438032,0.377194,0.451726,3e-04,0.0427,1.02000486,0.98299218,0.53333333,0.46412396,0.41446,0.22992023,1.667132,0.00109087,0.091009,-0.31162424,0.77146471,1.487846,1.846418,0.585048,0.01685358,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=58.50%","high_beta;non_normal;high_vol;heavy_tails","2026-02-24"
"TSLA","Tesla","2026-02-24","2025-03-11",240,409.38,0.00239186,0.03672947,0.583062,0.382749,0.341796,0.3535,7.4095,0.230027,0.820403,60754400,240,1e-06,-6.073,0.016667,0.602748,0.583062,0.597461,0.026613,-0.574214,1.77971,0.530636,0.635488,0,0.043,1.02811637,0.97444888,0.53333333,0.47928023,0.583062,0.14519175,2.053387,0.00176926,0.147606,-0.73313004,1.02351353,1.762605,2.344168,0.448465,0.02733453,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=44.85%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-02-24"
"AAPL","Apple","2026-02-25","2025-03-11",241,274.23,0.00089846,0.02010844,0.319212,0.212554,0.318114,0.7599,15.4112,0.22989,0.252723,54259690,241,0,-13.8201,0.012448,0.226412,0.319212,0.326415,0.01454,-0.416593,0.869416,0.29057,0.347853,0.004,0.039,1.01261783,0.98761395,0.53941909,0.50219014,0.319212,-0.06716565,1.272595,0.00085043,0.071025,-0.48934104,0.35500973,1.13268,1.41251,0.573244,0.01316361,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.32%","non_normal;heavy_tails","2026-02-25"
"AMZN","Amazon","2026-02-25","2025-03-11",241,210.64,0.00028643,0.02214154,0.351486,0.243594,0.332233,0.244,8.3623,0.217362,0.074476,64639470,241,0,-9.0955,0.020747,0.072181,0.351486,0.359418,0.01601,-0.635836,0.780198,0.319948,0.383024,0,0.043,1.01488464,0.98399906,0.53526971,0.52359675,0.351486,-0.2331299,1.323457,0.00100202,0.083685,-0.73055834,0.26429854,1.158602,1.488312,0.511352,0.01551003,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=51.14%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-25"
"GOOGL","Google","2026-02-25","2025-03-11",241,312.9,0.00267956,0.01929783,0.306344,0.184778,0.238659,0.4763,6.5651,0.151618,0.958131,41310805,241,1e-06,-5.9702,0.016598,0.675249,0.306344,0.313257,0.013954,0.058165,1.292332,0.278856,0.333831,0.004,0.039,1.01566335,0.98737645,0.54771784,0.45230123,0.306344,0.4491077,0.980272,0.00099217,0.082863,-0.04343148,0.94164688,0.817037,1.143506,0.369311,0.01535758,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=36.93%","non_normal;heavy_tails","2026-02-25"
"META","Meta","2026-02-25","2025-03-11",241,653.69,0.00031631,0.02472487,0.392495,0.259514,0.460509,0.6077,11.0939,0.25424,0.082558,16906790,241,0,-12.2149,0.024896,0.079711,0.392495,0.401352,0.017878,-0.710912,0.870335,0.357278,0.427712,0.003,0.04,1.01709336,0.98455677,0.49377593,0.4798867,0.392495,-0.24603515,1.412041,0.00116881,0.097615,-0.82626306,0.33419275,1.219745,1.604337,0.466812,0.01809176,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.68%","high_beta;non_normal;heavy_tails","2026-02-25"
"MSFT","Microsoft","2026-02-25","2025-03-11",241,400.6,0.00021414,0.01672904,0.265565,0.188046,0.478949,-0.1003,14.232,0.290737,0.055172,46939085,241,0,-12.9906,0.016598,0.053964,0.265565,0.271558,0.012096,-0.480978,0.588906,0.241737,0.289394,0.007,0.036,1.01044693,0.98892027,0.53112033,0.52262552,0.265565,-0.14736084,0.872701,0.00084623,0.070674,-0.5674482,0.27272651,0.733478,1.011924,0.389497,0.0130985,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=38.95%","non_normal;heavy_tails","2026-02-25"
"NVDA","NVIDIA","2026-02-25","2025-03-11",241,195.56,0.00243454,0.02606474,0.413765,0.261505,0.388905,0.8247,10.1848,0.224871,0.841432,178640360,241,0,-8.6301,0.012448,0.613504,0.413765,0.423102,0.018846,-0.219965,1.446972,0.376639,0.450891,3e-04,0.0427,1.01995871,0.98299218,0.53526971,0.4647033,0.413765,0.22895815,1.666921,0.00108655,0.090745,-0.31043135,0.76834765,1.48816,1.845683,0.585381,0.0168184,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=58.54%","high_beta;non_normal;high_vol;heavy_tails","2026-02-25"
"TSLA","Tesla","2026-02-25","2025-03-11",241,417.4,0.00246244,0.03666924,0.582106,0.381954,0.34974,0.3484,7.4249,0.230027,0.854361,61608230,241,1e-06,-6.1019,0.016598,0.620534,0.582106,0.595243,0.026514,-0.552033,1.793101,0.529876,0.634336,0,0.043,1.02805028,0.97444888,0.53526971,0.47987119,0.582106,0.1467551,2.053729,0.00176225,0.147177,-0.72807159,1.02158179,1.763799,2.343659,0.44895,0.02727747,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=44.90%","high_beta;non_normal;high_vol;heavy_tails;no_dividend","2026-02-25"
"AAPL","Apple","2026-02-26","2025-03-11",242,272.95,0.00087541,0.02006988,0.318599,0.212168,0.317205,0.7645,15.4694,0.22989,0.245858,53812545,242,0,-13.8811,0.012397,0.220604,0.318599,0.325115,0.014482,-0.419826,0.861035,0.290072,0.347127,0.004,0.039,1.01261783,0.98768286,0.53719008,0.5008143,0.318599,-0.06426631,1.272093,0.00084684,0.07084,-0.48464964,0.35611701,1.132545,1.41164,0.573307,0.01313729,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=57.33%","non_normal;heavy_tails","2026-02-26"
"AMZN","Amazon","2026-02-26","2025-03-11",242,207.92,0.00023154,0.02211205,0.351018,0.243452,0.332792,0.2505,8.3752,0.217362,0.059866,64983175,242,0,-9.1182,0.020661,0.058348,0.351018,0.358197,0.015955,-0.647248,0.763945,0.319588,0.382448,0,0.043,1.01488464,0.98402638,0.53305785,0.52317487,0.351018,-0.23822231,1.324339,0.00099789,0.083476,-0.73359131,0.25714668,1.1599,1.488778,0.511894,0.01548064,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=51.19%","high_beta;non_normal;heavy_tails;no_dividend","2026-02-26"
"GOOGL","Google","2026-02-26","2025-03-11",242,307.38,0.00259494,0.01930269,0.306421,0.185288,0.242109,0.4821,6.545,0.151618,0.918633,41760645,242,1e-06,-5.9487,0.016529,0.653924,0.306421,0.312688,0.013928,0.037974,1.269874,0.278984,0.333857,0.004,0.039,1.01566335,0.98733084,0.54545455,0.45318305,0.306421,0.43380933,0.982923,0.00098963,0.082785,-0.05745893,0.92507758,0.819846,1.146001,0.370035,0.01535249,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=37.00%","non_normal;heavy_tails","2026-02-26"
"META","Meta","2026-02-26","2025-03-11",242,657.01,0.00033594,0.02467541,0.39171,0.258977,0.460686,0.6065,11.135,0.25424,0.088018,16153195,242,0,-12.275,0.024793,0.084657,0.39171,0.399721,0.017805,-0.702736,0.872051,0.356637,0.426783,0.003,0.04,1.01699324,0.98455677,0.49586777,0.48136795,0.39171,-0.23096836,1.409429,0.00116521,0.097472,-0.80939354,0.34745682,1.21742,1.601439,0.465583,0.01807621,"Shapiro-Wilk rejects normality; heavy tails (consider t-innovations/GARCH); R2_vs_SPY=46.56%","high_beta;non_normal;heavy_tails","2026-02-26"
